"ContractID","ConractSize","Currency","Expiration","Strike","Last","Chg","ChgPct","Bid","Ask","Vol","OI","LastTradeTime","IV","ITM"
"GOOG230908C00095000","REGULAR","USD",2023-09-08,95,41.57,0,0,0,0,20,0,2023-09-01 09:53:53,1e-05,TRUE
"GOOG230908C00100000","REGULAR","USD",2023-09-08,100,36.68,0,0,0,0,1,0,2023-09-01 15:37:00,1e-05,TRUE
"GOOG230908C00105000","REGULAR","USD",2023-09-08,105,31.4,0,0,0,0,15,0,2023-09-01 13:49:44,1e-05,TRUE
"GOOG230908C00110000","REGULAR","USD",2023-09-08,110,26.69,0,0,0,0,116,0,2023-09-01 15:49:15,1e-05,TRUE
"GOOG230908C00112000","REGULAR","USD",2023-09-08,112,25,0,0,0,0,3,0,2023-09-01 11:24:48,1e-05,TRUE
"GOOG230908C00113000","REGULAR","USD",2023-09-08,113,23.23,0,0,0,0,10,0,2023-09-01 14:35:13,1e-05,TRUE
"GOOG230908C00114000","REGULAR","USD",2023-09-08,114,22.3,0,0,0,0,6,0,2023-09-01 14:34:08,1e-05,TRUE
"GOOG230908C00115000","REGULAR","USD",2023-09-08,115,21.72,0,0,0,0,2,0,2023-09-01 15:34:25,1e-05,TRUE
"GOOG230908C00116000","REGULAR","USD",2023-09-08,116,21.21,0,0,0,0,1,0,2023-09-01 10:25:20,1e-05,TRUE
"GOOG230908C00117000","REGULAR","USD",2023-09-08,117,19.75,0,0,0,0,1,0,2023-09-01 10:36:23,1e-05,TRUE
"GOOG230908C00118000","REGULAR","USD",2023-09-08,118,18.57,0,0,0,0,2,0,2023-09-01 14:21:42,1e-05,TRUE
"GOOG230908C00119000","REGULAR","USD",2023-09-08,119,17.69,0,0,0,0,1,0,2023-09-01 13:39:42,1e-05,TRUE
"GOOG230908C00120000","REGULAR","USD",2023-09-08,120,16.88,0,0,0,0,17,0,2023-09-01 15:58:04,1e-05,TRUE
"GOOG230908C00121000","REGULAR","USD",2023-09-08,121,15.81,0,0,0,0,5,0,2023-09-01 15:58:25,1e-05,TRUE
"GOOG230908C00122000","REGULAR","USD",2023-09-08,122,14.42,0,0,0,0,78,0,2023-09-01 14:52:37,1e-05,TRUE
"GOOG230908C00123000","REGULAR","USD",2023-09-08,123,13.9,0,0,0,0,13,0,2023-09-01 15:55:00,1e-05,TRUE
"GOOG230908C00124000","REGULAR","USD",2023-09-08,124,12.79,0,0,0,0,16,0,2023-09-01 11:45:21,1e-05,TRUE
"GOOG230908C00125000","REGULAR","USD",2023-09-08,125,11.82,0,0,0,0,108,0,2023-09-01 15:54:50,1e-05,TRUE
"GOOG230908C00126000","REGULAR","USD",2023-09-08,126,10.62,0,0,0,0,53,0,2023-09-01 14:18:56,1e-05,TRUE
"GOOG230908C00127000","REGULAR","USD",2023-09-08,127,9.67,0,0,0,0,10,0,2023-09-01 13:17:40,1e-05,TRUE
"GOOG230908C00128000","REGULAR","USD",2023-09-08,128,8.65,0,0,0,0,62,0,2023-09-01 15:23:39,1e-05,TRUE
"GOOG230908C00129000","REGULAR","USD",2023-09-08,129,7.95,0,0,0,0,17,0,2023-09-01 15:55:49,1e-05,TRUE
"GOOG230908C00130000","REGULAR","USD",2023-09-08,130,6.52,0,0,0,0,32,0,2023-09-01 15:08:28,1e-05,TRUE
"GOOG230908C00131000","REGULAR","USD",2023-09-08,131,6,0,0,0,0,72,0,2023-09-01 15:55:00,1e-05,TRUE
"GOOG230908C00132000","REGULAR","USD",2023-09-08,132,4.91,0,0,0,0,77,0,2023-09-01 15:48:48,1e-05,TRUE
"GOOG230908C00133000","REGULAR","USD",2023-09-08,133,4.2,0,0,0,0,285,0,2023-09-01 15:55:34,1e-05,TRUE
"GOOG230908C00134000","REGULAR","USD",2023-09-08,134,3.35,0,0,0,0,379,0,2023-09-01 15:55:34,1e-05,TRUE
"GOOG230908C00135000","REGULAR","USD",2023-09-08,135,2.54,0,0,0,0,927,0,2023-09-01 15:58:31,1e-05,TRUE
"GOOG230908C00136000","REGULAR","USD",2023-09-08,136,1.83,0,0,0,0,3749,0,2023-09-01 15:59:56,1e-05,TRUE
"GOOG230908C00137000","REGULAR","USD",2023-09-08,137,1.27,0,0,0,0,2302,0,2023-09-01 15:59:52,0.0039162109375,FALSE
"GOOG230908C00138000","REGULAR","USD",2023-09-08,138,0.9,0,0,0,0,4030,0,2023-09-01 15:59:59,0.0312596875,FALSE
"GOOG230908C00139000","REGULAR","USD",2023-09-08,139,0.53,0,0,0,0,3635,0,2023-09-01 15:59:52,0.0312596875,FALSE
"GOOG230908C00140000","REGULAR","USD",2023-09-08,140,0.31,0,0,0,0,3628,0,2023-09-01 15:59:56,0.062509375,FALSE
"GOOG230908C00141000","REGULAR","USD",2023-09-08,141,0.18,0,0,0,0,669,0,2023-09-01 15:59:56,0.062509375,FALSE
"GOOG230908C00142000","REGULAR","USD",2023-09-08,142,0.12,0,0,0,0,566,0,2023-09-01 15:55:00,0.062509375,FALSE
"GOOG230908C00143000","REGULAR","USD",2023-09-08,143,0.07,0,0,0,0,543,0,2023-09-01 15:58:18,0.12500875,FALSE
"GOOG230908C00144000","REGULAR","USD",2023-09-08,144,0.06,0,0,0,0,296,0,2023-09-01 15:42:01,0.12500875,FALSE
"GOOG230908C00145000","REGULAR","USD",2023-09-08,145,0.04,0,0,0,0,888,0,2023-09-01 15:46:11,0.12500875,FALSE
"GOOG230908C00146000","REGULAR","USD",2023-09-08,146,0.03,0,0,0,0,69,0,2023-09-01 15:21:55,0.12500875,FALSE
"GOOG230908C00147000","REGULAR","USD",2023-09-08,147,0.02,0,0,0,0,176,0,2023-09-01 15:59:05,0.12500875,FALSE
"GOOG230908C00148000","REGULAR","USD",2023-09-08,148,0.02,0,0,0,0,149,0,2023-09-01 15:20:08,0.12500875,FALSE
"GOOG230908C00149000","REGULAR","USD",2023-09-08,149,0.02,0,0,0,0,79,0,2023-09-01 11:45:08,0.2500075,FALSE
"GOOG230908C00150000","REGULAR","USD",2023-09-08,150,0.02,0,0,0,0,68,0,2023-09-01 11:23:58,0.2500075,FALSE
"GOOG230908C00152500","REGULAR","USD",2023-09-08,152.5,0.03,0,0,0,0,NA,0,2023-08-31 15:53:02,0.2500075,FALSE
"GOOG230908C00155000","REGULAR","USD",2023-09-08,155,0.02,0,0,0,0,68,0,2023-09-01 09:32:38,0.2500075,FALSE
"GOOG230908C00160000","REGULAR","USD",2023-09-08,160,0.01,0,0,0,0,2,0,2023-08-30 15:57:52,0.2500075,FALSE
"GOOG230908C00165000","REGULAR","USD",2023-09-08,165,0.01,0,0,0,0,145,0,2023-08-31 10:55:36,0.500005,FALSE
"GOOG230908C00170000","REGULAR","USD",2023-09-08,170,0.01,0,0,0,0,20,0,2023-08-17 12:03:21,0.500005,FALSE
"GOOG230908C00175000","REGULAR","USD",2023-09-08,175,0.01,0,0,0,0,NA,0,2023-08-15 12:42:23,0.500005,FALSE
"GOOG230908C00180000","REGULAR","USD",2023-09-08,180,0.01,0,0,0,0,3,0,2023-08-18 13:31:12,0.500005,FALSE
